path,change_type,classification,project_phase,purpose,canonical_or_supporting,cpp_impact,saa_impact,risk_level,human_review_required,validation_status,include_in_commit,notes
04-compute/aws-fargate/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/AWS Fargate v1.md into the canonical repository structure,canonical,mention-only,intermediate,medium,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/AWS Fargate v1.md -> 04-compute/aws-fargate/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=04-compute/aws-fargate/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=adequate; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update
04-compute/aws-lambda/01-overview.md,renamed,learning-content,Phase 6 Batch 2,Migrate a) Service Explanations/AWS Lambda.md into the canonical repository structure,canonical,awareness,intermediate,medium,yes,passed-with-documented-limitations,yes,"GitHub rename evidence: a) Service Explanations/AWS Lambda.md -> 04-compute/aws-lambda/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=04-compute/aws-lambda/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=adequate; Phase 6 backlog AWS-010 status=completed; Phase 6 Batch 2 post-implementation evidence for AWS-010; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update, 6f9540d update"
04-compute/containers/01-ecs-eks-and-fargate.md,added,learning-content,Phase 6 Batch 2,Provide canonical AWS certification study content,supporting,supporting study content,supporting architecture content,medium,yes,passed-with-documented-limitations,yes,Phase 6 backlog AWS-011 status=completed; Phase 6 Batch 2 post-implementation evidence for AWS-011; Phase 7 QA result=passed with limitation; Phase 7 exam-integrity result=passed-with-limitation; PR commit evidence=6f9540d update
04-compute/ec2-auto-scaling/01-target-tracking-scaling.md,renamed,learning-content,Phase 6 Batch 2,Migrate d) Tools & Policies/Target Tracking Scaling Policy.md into the canonical repository structure,canonical,mention-only,intermediate,medium,yes,passed-with-documented-limitations,yes,"GitHub rename evidence: d) Tools & Policies/Target Tracking Scaling Policy.md -> 04-compute/ec2-auto-scaling/01-target-tracking-scaling.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=04-compute/ec2-auto-scaling/01-target-tracking-scaling.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 6 backlog AWS-009 status=completed; Phase 6 Batch 2 post-implementation evidence for AWS-009; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update, 6f9540d update"
04-compute/elastic-load-balancing/01-overview.md,added,learning-content,Phase 6 Batch 2,Provide canonical AWS certification study content,supporting,supporting study content,supporting architecture content,medium,yes,passed-with-documented-limitations,yes,Phase 6 backlog AWS-008 status=completed; Phase 6 Batch 2 post-implementation evidence for AWS-008; Phase 7 QA result=passed with limitation; Phase 7 exam-integrity result=passed-with-limitation; PR commit evidence=6f9540d update
04-compute/README.md,added,navigation,Phases 1-4 (f24d1b6),Provide current repository or learner navigation,supplementary,mention-only,awareness,medium,yes,passed-with-documented-limitations,yes,"CANONICAL-CONTENT-INVENTORY.csv navigation=category-index; quality=partial; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=70818e2 chore: checkpoint before canonical AWS note consolidation, 7352a17 update, 6f9540d update, f24d1b6 update"
05-storage/amazon-ebs/01-overview.md,renamed,learning-content,Phase 6 Batch 2,Migrate a) Service Explanations/Amazon Elastic Block Store.md into the canonical repository structure,canonical,awareness,architecture-and-design,medium,yes,passed-with-documented-limitations,yes,"GitHub rename evidence: a) Service Explanations/Amazon Elastic Block Store.md -> 05-storage/amazon-ebs/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=05-storage/amazon-ebs/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 6 backlog AWS-013 status=completed; Phase 6 Batch 2 post-implementation evidence for AWS-013; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update, 6f9540d update"
05-storage/amazon-efs/01-overview.md,renamed,learning-content,Phase 6 Batch 2,Migrate a) Service Explanations/Amazon Elastic File System.md into the canonical repository structure,canonical,mention-only,intermediate,medium,yes,passed-with-documented-limitations,yes,"GitHub rename evidence: a) Service Explanations/Amazon Elastic File System.md -> 05-storage/amazon-efs/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=05-storage/amazon-efs/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 6 backlog AWS-015 status=completed; Phase 6 Batch 2 post-implementation evidence for AWS-015; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update, 6f9540d update"
05-storage/amazon-fsx-for-lustre/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/Amazon FSx for Lustre.md into the canonical repository structure,canonical,fundamental,architecture-and-design,medium,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/Amazon FSx for Lustre.md -> 05-storage/amazon-fsx-for-lustre/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=05-storage/amazon-fsx-for-lustre/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update
05-storage/amazon-fsx-for-windows-file-server/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/Amazon FSx for Windows File Server.md into the canonical repository structure,canonical,awareness,architecture-and-design,medium,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/Amazon FSx for Windows File Server.md -> 05-storage/amazon-fsx-for-windows-file-server/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=retained-as-canonical; target=05-storage/amazon-fsx-for-windows-file-server/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=70818e2 chore: checkpoint before canonical AWS note consolidation
05-storage/amazon-fsx/01-family-and-selection.md,added,learning-content,Phase 6 Batch 2,Provide canonical AWS certification study content,supporting,supporting study content,supporting architecture content,medium,yes,passed-with-documented-limitations,yes,Phase 6 backlog AWS-016 status=completed; Phase 6 Batch 2 post-implementation evidence for AWS-016; Phase 7 QA result=passed with limitation; Phase 7 exam-integrity result=passed-with-limitation; PR commit evidence=6f9540d update
05-storage/amazon-s3/01-overview.md,renamed,learning-content,Phase 6 Batch 2,Migrate a) Service Explanations/Amazon S3 (Claude version).md into the canonical repository structure,canonical,fundamental,architecture-and-design,medium,yes,passed-with-documented-limitations,yes,"GitHub rename evidence: a) Service Explanations/Amazon S3 (Claude version).md -> 05-storage/amazon-s3/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=05-storage/amazon-s3/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=listed-in-category-readme; quality=strong; Phase 6 backlog AWS-012 status=completed; Phase 6 Batch 2 post-implementation evidence for AWS-012; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update, 6f9540d update"
05-storage/amazon-s3/02-storage-classes.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/S3 Storage Classes.md into the canonical repository structure,canonical,awareness,architecture-and-design,medium,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/S3 Storage Classes.md -> 05-storage/amazon-s3/02-storage-classes.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=retained-as-canonical; target=05-storage/amazon-s3/02-storage-classes.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=listed-in-category-readme; quality=strong; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=70818e2 chore: checkpoint before canonical AWS note consolidation
05-storage/amazon-s3/03-lifecycle-policies.md,renamed,learning-content,Phase 4,Migrate c) Keywords services/Amazon S3 Lifecycle Policy.md into the canonical repository structure,canonical,mention-only,awareness,medium,yes,passed-with-documented-limitations,yes,GitHub rename evidence: c) Keywords services/Amazon S3 Lifecycle Policy.md -> 05-storage/amazon-s3/03-lifecycle-policies.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=retained-as-canonical; target=05-storage/amazon-s3/03-lifecycle-policies.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=listed-in-category-readme; quality=strong; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=70818e2 chore: checkpoint before canonical AWS note consolidation
05-storage/amazon-s3/README.md,added,navigation,Phases 1-4 (7352a17),Provide current repository or learner navigation,supplementary,mention-only,mention-only,medium,yes,passed-with-documented-limitations,yes,CANONICAL-CONTENT-INVENTORY.csv navigation=category-index; quality=too-shallow; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update
05-storage/aws-backup/01-overview.md,added,learning-content,Phase 6 Batch 2,Provide canonical AWS certification study content,supporting,supporting study content,supporting architecture content,medium,yes,passed-with-documented-limitations,yes,Phase 6 backlog AWS-018 status=completed; Phase 6 Batch 2 post-implementation evidence for AWS-018; Phase 7 QA result=passed with limitation; Phase 7 exam-integrity result=passed-with-limitation; PR commit evidence=6f9540d update
05-storage/aws-storage-gateway/01-overview.md,renamed,learning-content,Phase 6 Batch 2,Migrate e) AWS Claude Network & Gateways/AWS Storage Gateway .md into the canonical repository structure,canonical,awareness,awareness,medium,yes,passed-with-documented-limitations,yes,"GitHub rename evidence: e) AWS Claude Network & Gateways/AWS Storage Gateway .md -> 05-storage/aws-storage-gateway/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=05-storage/aws-storage-gateway/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=listed-in-category-readme; quality=strong; Phase 6 backlog AWS-017 status=completed; Phase 6 Batch 2 post-implementation evidence for AWS-017; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update, 6f9540d update"
05-storage/aws-storage-gateway/02-file-gateway.md,renamed,learning-content,Phase 4,Migrate e) AWS Claude Network & Gateways/AWS File Gateway.md into the canonical repository structure,canonical,mention-only,awareness,medium,yes,passed-with-documented-limitations,yes,GitHub rename evidence: e) AWS Claude Network & Gateways/AWS File Gateway.md -> 05-storage/aws-storage-gateway/02-file-gateway.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=05-storage/aws-storage-gateway/02-file-gateway.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=listed-in-category-readme; quality=strong; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update
05-storage/aws-storage-gateway/03-volume-gateway-cached.md,renamed,learning-content,Phase 4,Migrate e) AWS Claude Network & Gateways/AWS Volume Gateway (Cached Mode).md into the canonical repository structure,canonical,mention-only,architecture-and-design,medium,yes,passed-with-documented-limitations,yes,GitHub rename evidence: e) AWS Claude Network & Gateways/AWS Volume Gateway (Cached Mode).md -> 05-storage/aws-storage-gateway/03-volume-gateway-cached.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=05-storage/aws-storage-gateway/03-volume-gateway-cached.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=listed-in-category-readme; quality=strong; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update
